customer_id,signup_date,customer_region,customer_country,segment
6068,2023-08-13,EU,France,Returning
6069,2023-05-26,APAC,Singapore,New
6070,2025-08-17,EU,Germany,New
6071,2023-05-06,APAC,Japan,Returning
6072,2024-11-18,EU,Germany,New
6073,2024-11-29,EU,Italy,Returning
6074,2024-08-24,EU,France,New
6075,2025-06-06,NA,United States,VIP
6076,2023-01-05,NA,United States,Returning
6077,2023-10-21,APAC,South Korea,New
6078,2023-06-29,EU,France,VIP
6079,2024-07-15,EU,Netherlands,New
6080,2024-09-11,EU,Germany,New
6081,2025-05-24,EU,Italy,Returning
6082,2024-01-05,EU,France,Returning
6083,2023-08-18,EU,Poland,Returning
6084,2025-06-19,EU,Netherlands,New
6085,2024-10-17,NA,United States,Returning
6086,2025-01-14,EU,Spain,New
6087,2024-03-09,NA,United States,Returning
6088,2024-03-11,NA,United States,New
6089,2024-01-14,EU,Spain,New
6090,2024-12-31,NA,Canada,Returning
6091,2023-07-25,NA,United States,New
6092,2025-08-08,EU,Netherlands,New
6093,2023-06-21,EU,Poland,Returning
6094,2024-03-24,EU,Germany,Returning
6095,2023-11-03,EU,Spain,New
6096,2024-09-17,NA,Canada,Returning
6097,2024-10-24,APAC,India,Returning
6098,2025-06-13,NA,Canada,Returning
6099,2025-02-07,APAC,India,New
6100,2023-08-31,NA,United States,VIP
6101,2023-07-21,EU,Sweden,New
6102,2025-05-13,APAC,Australia,Returning
6103,2024-04-20,EU,Poland,New
6104,2023-04-06,APAC,South Korea,Returning
6105,2025-03-14,APAC,Singapore,New
6106,2024-09-23,NA,Canada,Returning
6107,2023-01-25,EU,France,New
6108,2025-02-01,APAC,Singapore,New
6109,2024-08-14,EU,Sweden,New
6110,2024-08-21,APAC,Singapore,New
6111,2025-04-22,EU,Spain,Returning
6112,2024-04-27,EU,Poland,New
6113,2024-03-25,EU,Sweden,New
6114,2024-08-24,EU,Netherlands,New
6115,2023-07-12,NA,Canada,New
6116,2023-05-28,EU,Germany,New
6117,2025-04-01,APAC,India,New
6118,2023-07-29,NA,Canada,New
6119,2024-05-06,EU,Poland,Returning
6120,2023-09-20,APAC,South Korea,Returning
6121,2023-08-13,NA,Mexico,Returning
6122,2024-08-05,APAC,Australia,New
6123,2025-02-20,APAC,Japan,Returning
6124,2024-03-06,NA,Canada,Returning
6125,2023-05-16,EU,Poland,New
6126,2023-08-27,NA,United States,New
6127,2023-06-10,NA,United States,New
6128,2025-05-09,APAC,Singapore,New
6129,2023-11-08,EU,Spain,New
6130,2023-12-31,EU,Sweden,New
6131,2023-03-11,APAC,Japan,Returning
6132,2024-03-10,EU,France,New
6133,2025-06-09,NA,Canada,New
6134,2024-02-04,EU,Germany,Returning
6135,2024-09-26,NA,Canada,New
6136,2023-06-27,APAC,Australia,New
6137,2023-05-20,EU,France,New
6138,2024-12-13,EU,Italy,New
6139,2023-03-06,EU,Netherlands,New
6140,2024-03-12,EU,Italy,Returning
6141,2023-11-05,EU,Germany,Returning
6142,2023-01-16,NA,United States,Returning
6143,2024-06-01,EU,Germany,New
6144,2025-07-27,EU,Italy,New
6145,2023-03-09,APAC,India,New
6146,2025-03-05,APAC,Australia,New
6147,2024-06-09,EU,France,New
6148,2024-12-05,EU,Sweden,New
6149,2023-04-05,NA,Mexico,Returning
6150,2025-04-26,APAC,Australia,VIP
6151,2023-01-12,EU,Germany,New
6152,2025-06-02,EU,Poland,New
6153,2024-10-02,NA,United States,New
6154,2023-11-25,EU,Poland,Returning
6155,2023-01-07,NA,Mexico,New
6156,2024-08-18,NA,Mexico,New
6157,2023-03-27,EU,Sweden,New
6158,2024-08-15,NA,Canada,Returning
6159,2025-01-23,EU,France,Returning
6160,2023-09-18,EU,Netherlands,New
6161,2023-08-21,APAC,India,New
6162,2023-08-05,EU,Netherlands,Returning
6163,2023-08-07,APAC,Singapore,Returning
6164,2023-04-21,EU,Poland,New
6165,2023-09-01,EU,Italy,New
6166,2024-10-04,EU,Spain,New
6167,2023-10-22,EU,Netherlands,New
6168,2025-01-30,EU,Italy,Returning
6169,2025-03-08,EU,Spain,Returning
6170,2025-01-11,EU,France,New
6171,2024-06-09,NA,Mexico,Returning
6172,2023-11-05,EU,France,New
6173,2025-06-24,APAC,Australia,New
6174,2023-07-19,APAC,Singapore,Returning
6175,2024-03-28,APAC,Australia,Returning
6176,2024-03-17,NA,Canada,New
6177,2024-12-27,EU,France,New
6178,2024-06-16,NA,Mexico,Returning
6179,2025-02-17,NA,Mexico,New
6180,2025-06-14,APAC,Japan,New
6181,2024-01-16,EU,Spain,New
6182,2025-05-02,APAC,India,Returning
6183,2023-06-15,APAC,Singapore,New
6184,2025-06-11,EU,Italy,New
6185,2023-06-23,NA,United States,New
6186,2025-04-08,EU,Spain,Returning
6187,2024-01-16,NA,United States,Returning
6188,2025-07-28,EU,Sweden,New
6189,2023-05-06,EU,Italy,New
6190,2024-03-29,NA,Mexico,Returning
6191,2025-05-28,APAC,Singapore,New
6192,2023-02-16,EU,Poland,New
6193,2023-09-16,NA,Mexico,New
6194,2023-03-23,EU,Sweden,New
6195,2023-11-09,EU,Italy,New
6196,2024-01-16,EU,Netherlands,New
6197,2024-08-25,APAC,Singapore,New
6198,2023-09-08,EU,France,Returning
6199,2023-06-04,APAC,Singapore,New
6200,2023-06-15,EU,Germany,Returning
6201,2025-07-03,EU,France,New
6202,2025-07-17,APAC,South Korea,New
6203,2023-08-04,EU,Sweden,Returning
6204,2023-07-10,NA,Mexico,Returning
6205,2023-02-22,EU,France,New
6206,2025-07-23,APAC,Australia,New
6207,2024-11-18,EU,Netherlands,New
6208,2025-01-11,EU,Spain,Returning
6209,2023-10-11,NA,Canada,New
6210,2024-09-16,EU,France,New
6211,2023-02-28,EU,Germany,VIP
6212,2024-10-20,EU,Sweden,New
6213,2024-07-18,EU,Germany,New
6214,2023-11-19,EU,Italy,Returning
6215,2024-11-22,NA,Canada,New
6216,2024-09-21,NA,Canada,New
6217,2024-03-03,NA,United States,New
6218,2023-07-01,APAC,South Korea,New
6219,2023-01-23,EU,Spain,New
6220,2025-07-02,NA,Mexico,Returning
6221,2023-10-02,APAC,South Korea,Returning
6222,2023-10-21,NA,Mexico,Returning
6223,2024-10-25,EU,France,New
6224,2023-09-06,APAC,Australia,New
6225,2024-01-01,APAC,South Korea,Returning
6226,2024-11-23,NA,United States,New
6227,2024-08-02,EU,France,New
6228,2024-10-01,EU,France,New
6229,2023-01-05,EU,Netherlands,New
6230,2024-03-15,EU,Poland,New
6231,2024-04-07,NA,Canada,Returning
6232,2024-09-08,NA,Canada,New
6233,2023-05-28,EU,Poland,New
6234,2023-06-05,NA,United States,Returning
6235,2025-01-12,NA,United States,New
6236,2024-10-17,EU,Spain,Returning
6237,2025-03-01,APAC,Australia,New
6238,2023-09-21,EU,Italy,Returning
6239,2025-08-29,APAC,South Korea,Returning
6240,2023-09-23,EU,Poland,Returning
6241,2024-09-26,APAC,Singapore,New
6242,2023-06-07,APAC,Australia,Returning
6243,2025-06-13,NA,Canada,New
6244,2023-11-20,APAC,Singapore,New
6245,2025-02-20,APAC,India,New
6246,2023-11-19,NA,United States,VIP
6247,2025-02-09,NA,Mexico,New
6248,2024-03-18,EU,Spain,Returning
6249,2023-03-02,EU,Netherlands,Returning
6250,2023-07-05,EU,Sweden,New
6251,2024-10-27,NA,Canada,New
6252,2023-07-07,EU,Netherlands,New
6253,2023-09-26,EU,Poland,New
6254,2024-06-11,EU,France,New
6255,2023-09-04,APAC,South Korea,New
6256,2023-05-06,EU,France,New
6257,2024-08-31,NA,Mexico,New
6258,2024-11-01,EU,Sweden,New
6259,2024-12-14,EU,Germany,New
6260,2025-07-08,NA,Mexico,New
6261,2023-05-02,NA,Mexico,New
6262,2024-02-20,APAC,Japan,New
6263,2023-08-16,NA,United States,Returning
6264,2025-05-27,APAC,South Korea,New
6265,2024-06-09,NA,Mexico,Returning
6266,2023-04-06,NA,United States,New
6267,2024-11-05,NA,Mexico,VIP
6268,2023-02-11,EU,Germany,New
6269,2023-09-25,EU,Germany,Returning
6270,2024-12-03,NA,Mexico,New
6271,2024-05-07,NA,Mexico,New
6272,2025-01-11,NA,Mexico,Returning
6273,2024-07-10,APAC,Australia,New
6274,2025-04-01,EU,France,New
6275,2024-07-01,NA,Canada,Returning
6276,2023-02-25,APAC,South Korea,New
6277,2023-03-11,APAC,Singapore,New
6278,2025-01-26,EU,Poland,New
6279,2023-02-07,EU,Germany,New
6280,2024-01-02,NA,Canada,Returning
6281,2023-01-16,NA,Mexico,New
6282,2023-10-23,EU,Germany,Returning
6283,2024-08-02,APAC,Australia,New
6284,2023-06-18,NA,United States,New
6285,2024-03-29,EU,Poland,New
6286,2025-08-28,NA,Canada,Returning
6287,2023-03-10,EU,Sweden,New
6288,2023-03-04,NA,Mexico,New
6289,2023-09-22,EU,Poland,Returning
6290,2025-03-16,NA,Mexico,Returning
6291,2024-01-31,NA,United States,Returning
6292,2024-09-14,EU,Germany,New
6293,2023-02-02,EU,Sweden,VIP
6294,2024-12-16,NA,United States,Returning
6295,2023-03-07,APAC,South Korea,New
6296,2024-11-24,NA,United States,New
6297,2023-05-25,NA,Mexico,New
6298,2025-04-16,APAC,India,New
6299,2023-10-16,EU,Netherlands,Returning
6300,2023-06-29,EU,Netherlands,New
6301,2023-11-24,EU,Spain,New
6302,2023-01-01,EU,Spain,New
6303,2023-06-10,EU,Italy,New
6304,2024-08-05,EU,France,Returning
6305,2023-10-20,EU,Italy,Returning
6306,2023-12-11,EU,Germany,New
6307,2025-02-25,NA,United States,New
6308,2023-05-01,APAC,India,Returning
6309,2024-01-21,APAC,Singapore,New
6310,2023-07-01,NA,Mexico,VIP
6311,2024-04-15,EU,Poland,Returning
6312,2023-11-20,APAC,Japan,New
6313,2023-02-15,APAC,India,New
6314,2023-03-10,NA,Canada,New
6315,2025-04-10,EU,Sweden,New
6316,2023-02-25,NA,United States,New
6317,2025-02-01,EU,Germany,New
6318,2025-06-11,NA,Canada,New
6319,2024-03-29,APAC,India,New
6320,2023-10-31,EU,Sweden,New
6321,2025-01-26,EU,France,Returning
6322,2025-08-14,NA,Canada,New
6323,2023-04-28,APAC,Japan,Returning
6324,2025-07-28,EU,France,New
6325,2025-07-08,EU,France,Returning
6326,2023-05-19,EU,Spain,Returning
6327,2023-02-23,EU,Poland,New
6328,2024-11-27,EU,France,New
6329,2023-03-17,NA,Canada,Returning
6330,2024-08-08,APAC,Japan,New
6331,2023-03-05,NA,Mexico,New
6332,2024-11-03,EU,Germany,New
6333,2023-08-14,EU,Italy,New
6334,2023-04-04,NA,United States,New
6335,2023-03-06,APAC,South Korea,New
6336,2023-07-03,EU,Germany,Returning
6337,2024-06-10,APAC,South Korea,New
6338,2023-03-16,EU,Spain,Returning
6339,2025-02-20,EU,France,New
6340,2024-08-11,EU,Germany,Returning
6341,2023-10-17,APAC,South Korea,Returning
6342,2025-08-18,EU,Netherlands,New
6343,2024-10-03,APAC,Japan,Returning
6344,2024-10-16,EU,Italy,New
6345,2023-06-19,APAC,Japan,Returning
6346,2024-11-23,NA,Canada,Returning
6347,2024-06-28,EU,Italy,New
6348,2025-08-16,APAC,Australia,Returning
6349,2024-04-10,EU,Poland,Returning
6350,2024-10-22,NA,Mexico,VIP
6351,2023-11-29,EU,Germany,New
6352,2023-02-09,APAC,South Korea,New
6353,2023-05-05,APAC,Japan,New
6354,2025-04-24,NA,Canada,New
6355,2024-12-19,EU,Italy,New
6356,2023-12-22,APAC,Japan,Returning
6357,2024-11-10,APAC,Australia,New
6358,2023-01-05,NA,United States,Returning
6359,2023-02-06,APAC,Australia,Returning
6360,2024-05-09,EU,Netherlands,New
6361,2024-08-31,EU,Poland,New
6362,2025-07-01,APAC,Singapore,Returning
6363,2025-01-09,EU,Netherlands,VIP
6364,2023-09-08,NA,Canada,Returning
6365,2025-03-04,APAC,Japan,New
6366,2024-04-23,APAC,South Korea,New
6367,2025-03-15,NA,Mexico,Returning
6368,2023-06-19,NA,Mexico,Returning
6369,2023-01-26,NA,Canada,New
6370,2023-02-26,EU,Germany,New
6371,2025-08-23,EU,France,New
6372,2023-03-20,EU,Sweden,Returning
6373,2025-07-03,EU,France,New
6374,2024-12-09,NA,Mexico,New
6375,2023-05-23,NA,Canada,Returning
6376,2025-04-21,EU,Netherlands,Returning
6377,2023-05-21,EU,Italy,New
6378,2023-05-20,APAC,India,Returning
6379,2024-07-14,EU,Poland,New
6380,2023-10-08,EU,France,Returning
6381,2023-10-11,NA,Mexico,New
6382,2023-07-09,EU,Italy,New
6383,2024-08-14,EU,Germany,New
6384,2023-01-27,NA,Canada,New
6385,2023-08-27,EU,France,Returning
6386,2024-06-23,EU,Italy,Returning
6387,2024-04-18,NA,Canada,New
6388,2024-11-12,APAC,Australia,New
6389,2023-07-30,EU,Italy,New
6390,2024-09-23,EU,Poland,Returning
6391,2025-01-10,NA,Canada,New
6392,2024-01-13,EU,Netherlands,Returning
6393,2023-09-08,EU,Germany,Returning
6394,2024-06-24,NA,United States,VIP
6395,2024-07-17,APAC,Australia,New
6396,2023-04-02,NA,Canada,New
6397,2024-07-04,EU,Sweden,New
6398,2023-05-31,NA,Canada,VIP
6399,2024-07-08,EU,Germany,Returning
6400,2025-06-26,EU,Germany,New
6401,2024-06-07,EU,Sweden,Returning
6402,2025-01-11,EU,Sweden,New
6403,2023-10-29,EU,Netherlands,New
6404,2025-06-17,EU,Germany,New
6405,2025-03-02,EU,Spain,Returning
6406,2025-06-11,EU,France,New
6407,2024-12-23,EU,France,New
6408,2024-09-24,NA,Mexico,New
6409,2024-05-26,NA,Canada,New
6410,2025-06-23,EU,France,Returning
6411,2025-04-06,APAC,Japan,New
6412,2024-02-10,EU,Germany,New
6413,2023-03-25,EU,Sweden,Returning
6414,2023-01-04,NA,United States,VIP
6415,2023-08-16,NA,United States,New
6416,2023-03-02,EU,Italy,Returning
6417,2023-07-26,EU,Italy,New
6418,2023-04-17,APAC,Singapore,New
6419,2025-08-13,NA,Canada,New
6420,2023-04-03,EU,France,VIP
6421,2024-09-02,NA,Mexico,New
6422,2023-12-09,APAC,Australia,VIP
6423,2023-06-19,APAC,South Korea,Returning
6424,2024-11-14,APAC,Australia,Returning
6425,2025-08-03,EU,Sweden,New
6426,2025-02-09,APAC,Japan,New
6427,2025-08-07,NA,United States,Returning
6428,2024-07-28,APAC,Singapore,Returning
6429,2024-10-18,EU,Spain,New
6430,2023-05-23,APAC,India,New
6431,2025-04-10,APAC,India,New
6432,2024-12-29,EU,Spain,Returning
6433,2023-09-05,APAC,Singapore,Returning
6434,2023-12-12,APAC,Australia,Returning
6435,2024-08-18,EU,Poland,New
6436,2023-01-13,EU,Germany,New
6437,2025-03-07,NA,Canada,Returning
6438,2023-10-01,EU,Germany,New
6439,2023-03-15,APAC,India,New
6440,2023-11-19,NA,United States,New
6441,2025-03-25,EU,Poland,New
6442,2023-09-25,EU,Netherlands,Returning
6443,2024-06-09,APAC,Japan,Returning
6444,2025-03-01,NA,Canada,New
6445,2023-02-02,EU,Poland,Returning
6446,2025-01-10,EU,Spain,VIP
6447,2023-10-09,NA,Canada,New
6448,2024-11-08,NA,Canada,Returning
6449,2023-07-03,EU,Sweden,New
6450,2023-05-16,EU,Netherlands,New
6451,2025-02-06,NA,Canada,New
6452,2025-02-25,EU,Sweden,New
6453,2025-08-13,EU,Germany,New
6454,2024-10-21,EU,Netherlands,New
6455,2024-03-29,EU,Netherlands,Returning
6456,2023-07-09,EU,Germany,New
6457,2023-10-15,APAC,Australia,New
6458,2024-09-23,EU,Germany,New
6459,2023-12-04,EU,Poland,New
6460,2024-04-15,NA,United States,New
6461,2023-06-13,NA,Canada,Returning
6462,2024-03-03,EU,Sweden,New
6463,2023-08-20,EU,Germany,New
6464,2023-04-20,NA,Canada,New
6465,2023-05-09,NA,Canada,Returning
6466,2024-05-19,APAC,India,Returning
6467,2023-12-23,EU,Netherlands,New
6468,2023-04-08,APAC,South Korea,Returning
6469,2024-05-15,EU,Spain,Returning
6470,2023-06-09,NA,United States,Returning
6471,2023-01-16,EU,Germany,New
6472,2023-05-10,EU,Germany,New
6473,2024-03-12,NA,Canada,Returning
6474,2025-07-18,APAC,South Korea,New
6475,2023-08-24,APAC,Singapore,Returning
6476,2023-10-05,NA,Canada,Returning
6477,2023-08-25,EU,Sweden,New
6478,2023-12-12,APAC,Singapore,New
6479,2024-11-29,APAC,Japan,New
6480,2023-11-10,EU,Netherlands,VIP
6481,2024-10-02,EU,Germany,Returning
6482,2025-05-24,EU,Netherlands,Returning
6483,2025-07-10,EU,France,Returning
6484,2024-07-02,EU,Poland,Returning
6485,2024-11-25,EU,Germany,Returning
6486,2025-06-14,EU,France,New
6487,2025-02-05,EU,France,New
6488,2023-10-20,NA,United States,New
6489,2023-05-09,EU,Netherlands,New
6490,2023-04-22,APAC,Singapore,New
6491,2025-05-09,EU,Sweden,Returning
6492,2024-06-25,NA,Canada,New
6493,2023-10-16,NA,Mexico,New
6494,2023-12-03,APAC,Australia,Returning
6495,2023-10-02,EU,Germany,New
6496,2025-02-20,NA,Canada,Returning
6497,2024-08-19,APAC,South Korea,New
6498,2025-05-06,EU,Spain,New
6499,2023-10-21,EU,Spain,Returning
6500,2024-04-05,EU,Poland,New
6501,2023-04-29,APAC,Singapore,New
6502,2025-08-04,EU,Poland,New
6503,2024-05-13,EU,Netherlands,Returning
6504,2024-06-22,EU,Sweden,New
6505,2024-02-07,EU,Spain,New
6506,2023-09-21,EU,France,New
6507,2025-07-12,EU,France,VIP
6508,2024-04-21,NA,Mexico,New
6509,2024-10-19,EU,Germany,New
6510,2023-02-06,EU,Spain,Returning
6511,2023-09-26,NA,Mexico,New
6512,2025-02-22,APAC,Singapore,New
6513,2023-03-27,APAC,South Korea,Returning
6514,2023-04-09,NA,Mexico,New
6515,2025-02-27,NA,Canada,Returning
6516,2023-10-28,NA,Canada,New
6517,2023-09-24,APAC,India,Returning
6518,2024-07-04,NA,Mexico,Returning
6519,2023-07-09,NA,Canada,Returning
6520,2023-02-11,EU,Italy,Returning
6521,2023-01-05,NA,Mexico,New
6522,2023-03-19,APAC,South Korea,New
6523,2023-06-04,APAC,South Korea,New
6524,2024-11-09,NA,Canada,New
6525,2023-10-18,NA,United States,Returning
6526,2023-03-11,EU,Spain,Returning
6527,2023-01-15,NA,Mexico,New
6528,2024-04-09,NA,United States,New
6529,2025-03-29,APAC,South Korea,New
6530,2023-11-26,EU,Poland,New
6531,2023-03-04,EU,Germany,New
6532,2023-08-11,NA,Canada,New
6533,2024-05-01,EU,Sweden,Returning
6534,2023-07-03,APAC,Singapore,Returning
6535,2025-08-11,EU,Poland,VIP
6536,2025-01-13,APAC,India,New
6537,2023-12-02,NA,Canada,Returning
6538,2025-07-15,NA,Mexico,New
6539,2023-11-13,NA,Canada,New
6540,2023-05-17,EU,Spain,New
6541,2025-07-02,EU,Netherlands,New
6542,2025-07-23,EU,Netherlands,New
6543,2023-11-01,EU,Spain,Returning
6544,2024-08-02,EU,Poland,New
6545,2023-06-18,EU,France,Returning
6546,2024-09-16,EU,Netherlands,New
6547,2024-11-03,NA,United States,Returning
6548,2024-11-22,NA,United States,New
6549,2024-07-07,NA,Mexico,New
6550,2024-11-16,EU,Netherlands,Returning
6551,2024-06-24,NA,United States,Returning
6552,2025-03-09,NA,United States,New
6553,2023-06-24,EU,Sweden,New
6554,2024-04-15,EU,Germany,Returning
6555,2024-02-10,EU,Poland,New
6556,2024-06-03,EU,Germany,Returning
6557,2023-05-19,APAC,Japan,New
6558,2023-11-12,NA,Canada,New
6559,2025-07-18,EU,Netherlands,Returning
6560,2023-04-13,APAC,Japan,New
6561,2024-09-10,EU,Germany,New
6562,2024-10-09,NA,Mexico,New
6563,2024-04-07,EU,Italy,Returning
6564,2023-02-02,NA,Mexico,New
6565,2023-02-03,APAC,India,New
6566,2023-09-26,EU,Spain,Returning
6567,2023-04-10,NA,United States,New
6568,2023-04-02,EU,Germany,New
6569,2023-06-05,NA,Mexico,Returning
6570,2023-07-05,APAC,Australia,New
6571,2025-03-27,APAC,Japan,Returning
6572,2024-09-14,EU,Germany,Returning
6573,2023-01-30,EU,Netherlands,VIP
6574,2024-09-04,EU,Germany,Returning
6575,2023-05-14,APAC,Japan,Returning
6576,2024-02-15,EU,Germany,New
6577,2023-02-07,EU,France,New
6578,2023-03-29,APAC,Japan,New
6579,2023-05-10,APAC,South Korea,Returning
6580,2024-02-27,EU,Italy,New
6581,2024-03-27,APAC,India,Returning
6582,2023-12-10,NA,Mexico,New
6583,2024-08-27,EU,Poland,New
6584,2024-12-02,EU,Spain,Returning
6585,2024-12-10,EU,Germany,New
6586,2024-07-17,EU,Netherlands,New
6587,2024-06-15,NA,United States,New
6588,2024-04-23,NA,Mexico,Returning
6589,2023-08-20,NA,Mexico,Returning
6590,2024-04-19,NA,United States,New
6591,2023-01-10,APAC,Singapore,New
6592,2025-07-30,APAC,Japan,New
6593,2023-12-27,APAC,Singapore,New
6594,2025-01-06,EU,Netherlands,New
6595,2025-07-20,NA,United States,New
6596,2024-04-29,EU,Italy,New
6597,2025-04-19,EU,Sweden,Returning
6598,2024-04-11,NA,Mexico,Returning
6599,2023-05-09,EU,Italy,New
6600,2023-01-26,EU,Italy,New
6601,2023-05-13,EU,Germany,New
6602,2025-07-07,EU,Spain,New
6603,2024-04-07,EU,Spain,Returning
6604,2023-11-07,NA,United States,New
6605,2024-03-10,NA,United States,Returning
6606,2023-09-07,EU,Poland,New
6607,2025-04-27,EU,Netherlands,New
6608,2025-08-31,EU,Italy,Returning
6609,2023-03-24,EU,France,New
6610,2024-12-01,EU,Poland,New
6611,2023-11-23,EU,Germany,Returning
6612,2023-02-16,EU,Germany,New
6613,2025-06-17,NA,United States,New
6614,2023-03-02,EU,Germany,Returning
6615,2023-07-20,NA,Canada,New
6616,2023-01-25,EU,Italy,Returning
6617,2024-04-04,NA,Mexico,New
6618,2024-08-07,APAC,Japan,New
6619,2023-11-09,NA,Canada,New
6620,2023-03-11,EU,Italy,New
6621,2023-04-24,EU,Germany,Returning
6622,2025-06-28,EU,Poland,Returning
6623,2025-02-23,NA,United States,New
6624,2025-07-01,NA,United States,New
6625,2024-06-01,APAC,India,Returning
6626,2024-06-15,EU,France,Returning
6627,2025-02-04,NA,Canada,New
6628,2024-08-23,EU,Spain,New
6629,2024-03-01,NA,Canada,New
6630,2023-10-12,APAC,India,New
6631,2024-04-17,NA,United States,New
6632,2023-03-04,EU,Netherlands,New
6633,2023-07-07,EU,Italy,New
6634,2024-12-19,NA,Canada,New
6635,2025-04-25,APAC,India,Returning
6636,2023-04-10,EU,Spain,Returning
6637,2023-04-05,EU,Spain,Returning
6638,2023-03-25,EU,Spain,Returning
6639,2025-02-09,EU,France,New
6640,2023-10-31,EU,Germany,New
6641,2023-11-15,EU,Netherlands,New
6642,2023-01-13,APAC,South Korea,Returning
6643,2025-08-05,EU,Spain,New
6644,2024-02-27,EU,Poland,Returning
6645,2025-02-15,APAC,South Korea,Returning
6646,2024-11-20,EU,Netherlands,New
6647,2023-05-19,EU,Netherlands,New
6648,2025-02-19,APAC,South Korea,New
6649,2024-06-19,EU,Italy,New
6650,2024-08-11,NA,Canada,New
6651,2023-07-15,NA,Mexico,New
6652,2025-04-04,EU,Spain,New
6653,2025-06-26,EU,Netherlands,New
6654,2024-01-31,EU,Spain,New
6655,2023-04-01,APAC,Japan,New
6656,2025-04-06,EU,Sweden,Returning
6657,2025-05-14,APAC,Singapore,Returning
6658,2024-05-08,NA,Mexico,New
6659,2024-07-18,EU,Spain,Returning
6660,2023-08-06,APAC,Singapore,Returning
6661,2023-03-07,NA,United States,New
6662,2025-07-08,EU,Netherlands,New
6663,2024-04-15,EU,Spain,New
6664,2023-09-25,NA,Canada,New
6665,2024-11-06,APAC,South Korea,VIP
6666,2023-01-26,EU,Spain,Returning
6667,2023-03-19,EU,Poland,New
6668,2023-08-25,EU,Germany,New
6669,2024-03-14,EU,Poland,New
6670,2023-12-24,EU,Poland,New
6671,2023-07-02,APAC,India,Returning
6672,2023-12-09,EU,Sweden,New
6673,2023-11-22,NA,United States,New
6674,2024-05-26,EU,Germany,New
6675,2024-07-02,EU,Sweden,New
6676,2025-05-10,NA,United States,New
6677,2025-02-24,NA,Mexico,New
6678,2023-10-12,NA,Canada,New
6679,2025-05-29,NA,United States,VIP
6680,2024-05-22,APAC,India,Returning
6681,2023-07-02,NA,Mexico,New
6682,2023-11-28,NA,Canada,Returning
6683,2024-12-23,EU,Italy,New
6684,2025-03-11,APAC,Japan,New
6685,2023-12-31,APAC,India,Returning
6686,2023-06-03,EU,Sweden,New
6687,2023-07-06,EU,Netherlands,New
6688,2023-04-11,APAC,Japan,Returning
6689,2024-11-11,NA,Mexico,Returning
6690,2024-05-04,APAC,India,Returning
6691,2024-03-15,EU,Italy,New
6692,2024-10-16,NA,Canada,New
6693,2025-03-18,EU,Poland,New
6694,2025-02-13,EU,Spain,New
6695,2023-05-14,NA,Mexico,New
6696,2024-07-28,EU,Sweden,Returning
6697,2025-05-09,EU,Netherlands,New
6698,2025-01-23,EU,Sweden,New
6699,2023-11-17,NA,Canada,Returning
6700,2024-01-18,EU,Sweden,VIP
6701,2025-05-17,EU,Sweden,New
6702,2023-02-02,EU,Germany,Returning
6703,2024-05-26,EU,France,New
6704,2023-04-24,EU,Germany,New
6705,2025-05-21,NA,Mexico,Returning
6706,2023-02-07,EU,Italy,New
6707,2023-01-23,EU,Sweden,Returning
6708,2023-11-17,EU,Netherlands,Returning
6709,2023-07-14,EU,Germany,VIP
6710,2024-04-27,NA,Mexico,New
6711,2023-10-19,NA,Canada,New
6712,2023-12-14,EU,Poland,Returning
6713,2024-07-04,EU,Sweden,Returning
6714,2024-06-30,APAC,Singapore,Returning
6715,2025-06-29,APAC,India,New
6716,2024-04-13,EU,Netherlands,New
6717,2024-07-03,NA,Canada,New
6718,2024-10-22,EU,Netherlands,New
6719,2023-06-19,EU,Netherlands,New
6720,2024-10-11,EU,Germany,VIP
6721,2025-04-19,NA,Mexico,New
6722,2023-11-06,NA,United States,New
6723,2023-06-23,EU,Netherlands,Returning
6724,2023-12-04,NA,United States,Returning
6725,2023-09-25,NA,Mexico,New
6726,2024-07-23,NA,Mexico,Returning
6727,2025-04-21,APAC,India,New
6728,2024-08-03,NA,United States,New
6729,2023-05-03,EU,Spain,New
6730,2023-11-03,NA,Mexico,Returning
6731,2024-11-02,EU,Netherlands,Returning
6732,2023-11-18,NA,Canada,Returning
6733,2024-07-25,EU,France,Returning
6734,2024-11-06,APAC,India,New
6735,2023-11-17,EU,Poland,New
6736,2024-09-22,APAC,Singapore,Returning
6737,2024-01-23,EU,Spain,Returning
6738,2023-05-12,NA,United States,New
6739,2023-12-29,NA,Canada,New
6740,2024-03-05,NA,Mexico,New
6741,2023-01-03,NA,Canada,New
6742,2025-05-19,EU,Spain,Returning
6743,2024-05-29,NA,United States,New
6744,2023-02-05,APAC,Japan,VIP
6745,2025-04-25,EU,Italy,Returning
6746,2025-04-12,NA,United States,Returning
6747,2023-01-12,EU,Spain,Returning
6748,2023-06-08,APAC,Singapore,New
6749,2023-12-21,NA,United States,Returning
6750,2024-05-09,EU,France,New
6751,2024-12-07,NA,Canada,New
6752,2024-02-18,EU,Spain,Returning
6753,2024-08-18,EU,France,New
6754,2023-01-10,EU,Poland,Returning
6755,2024-10-03,NA,Mexico,New
6756,2025-06-10,NA,United States,New
6757,2024-05-27,NA,Mexico,Returning
6758,2024-03-19,NA,United States,New
6759,2023-10-17,EU,Italy,New
6760,2025-07-18,NA,Mexico,Returning
6761,2023-02-02,EU,France,New
6762,2023-10-07,APAC,Singapore,New
6763,2023-05-16,EU,Germany,New
6764,2025-04-23,NA,Canada,Returning
