date,region,channel,spend,sessions
2023-05-17,APAC,Email,255.52,527
2023-05-17,APAC,Affiliate,300.78,1020
2023-05-17,APAC,Direct,67.14,132
2023-05-18,EU,Paid Search,1001.47,4065
2023-05-18,EU,Social,1028.29,4613
2023-05-18,EU,Email,206.75,449
2023-05-18,EU,Affiliate,383.77,1479
2023-05-18,EU,Direct,91.03,155
2023-05-18,NA,Paid Search,970.9,2270
2023-05-18,NA,Social,785.31,3705
2023-05-18,NA,Email,257.67,521
2023-05-18,NA,Affiliate,376.66,1266
2023-05-18,NA,Direct,75.46,149
2023-05-18,APAC,Paid Search,765.17,2897
2023-05-18,APAC,Social,849.67,2962
2023-05-18,APAC,Email,238.82,415
2023-05-18,APAC,Affiliate,227.61,868
2023-05-18,APAC,Direct,73.95,106
2023-05-19,EU,Paid Search,1192.57,3847
2023-05-19,EU,Social,716.47,3755
2023-05-19,EU,Email,346.0,421
2023-05-19,EU,Affiliate,427.28,1420
2023-05-19,EU,Direct,107.73,182
2023-05-19,NA,Paid Search,1241.43,4275
2023-05-19,NA,Social,835.36,3066
2023-05-19,NA,Email,371.83,1021
2023-05-19,NA,Affiliate,315.1,942
2023-05-19,NA,Direct,76.95,145
2023-05-19,APAC,Paid Search,963.52,3337
2023-05-19,APAC,Social,774.63,2815
2023-05-19,APAC,Email,201.29,339
2023-05-19,APAC,Affiliate,363.0,931
2023-05-19,APAC,Direct,59.48,105
2023-05-20,EU,Paid Search,834.56,3027
2023-05-20,EU,Social,994.35,4625
2023-05-20,EU,Email,260.53,599
2023-05-20,EU,Affiliate,289.87,791
2023-05-20,EU,Direct,101.03,198
2023-05-20,NA,Paid Search,1051.94,4788
2023-05-20,NA,Social,882.0,5633
2023-05-20,NA,Email,247.94,472
2023-05-20,NA,Affiliate,430.42,1538
2023-05-20,NA,Direct,101.78,171
2023-05-20,APAC,Paid Search,891.11,2228
2023-05-20,APAC,Social,478.26,2172
2023-05-20,APAC,Email,163.73,370
2023-05-20,APAC,Affiliate,283.17,1063
2023-05-20,APAC,Direct,82.76,106
2023-05-21,EU,Paid Search,1413.19,5571
2023-05-21,EU,Social,965.81,4778
2023-05-21,EU,Email,282.54,503
2023-05-21,EU,Affiliate,366.23,644
2023-05-21,EU,Direct,84.63,117
2023-05-21,NA,Paid Search,1043.34,4283
2023-05-21,NA,Social,603.0,2061
2023-05-21,NA,Email,252.98,493
2023-05-21,NA,Affiliate,395.83,831
2023-05-21,NA,Direct,113.75,160
2023-05-21,APAC,Paid Search,1155.39,4659
2023-05-21,APAC,Social,494.68,1776
2023-05-21,APAC,Email,114.67,175
2023-05-21,APAC,Affiliate,279.11,725
2023-05-21,APAC,Direct,54.82,100
2023-05-22,EU,Paid Search,1117.04,3177
2023-05-22,EU,Social,966.53,2609
2023-05-22,EU,Email,351.65,683
2023-05-22,EU,Affiliate,441.33,1252
2023-05-22,EU,Direct,98.92,100
2023-05-22,NA,Paid Search,1556.22,6185
2023-05-22,NA,Social,783.73,3628
2023-05-22,NA,Email,257.91,400
2023-05-22,NA,Affiliate,292.83,1150
2023-05-22,NA,Direct,85.81,150
2023-05-22,APAC,Paid Search,1025.27,3408
2023-05-22,APAC,Social,645.74,2345
2023-05-22,APAC,Email,224.02,529
2023-05-22,APAC,Affiliate,356.62,762
2023-05-22,APAC,Direct,68.13,100
2023-05-23,EU,Paid Search,1502.32,5239
2023-05-23,EU,Social,995.91,4183
2023-05-23,EU,Email,283.54,782
2023-05-23,EU,Affiliate,493.29,1582
2023-05-23,EU,Direct,90.43,126
2023-05-23,NA,Paid Search,1109.92,3583
2023-05-23,NA,Social,675.8,2755
2023-05-23,NA,Email,245.99,324
2023-05-23,NA,Affiliate,255.35,788
2023-05-23,NA,Direct,89.63,151
2023-05-23,APAC,Paid Search,1106.36,2601
2023-05-23,APAC,Social,554.3,1531
2023-05-23,APAC,Email,298.5,583
2023-05-23,APAC,Affiliate,200.22,611
2023-05-23,APAC,Direct,56.74,100
2023-05-24,EU,Paid Search,1128.56,3664
2023-05-24,EU,Social,732.43,2704
2023-05-24,EU,Email,300.33,616
2023-05-24,EU,Affiliate,531.96,598
2023-05-24,EU,Direct,114.1,149
2023-05-24,NA,Paid Search,1012.24,2949
2023-05-24,NA,Social,713.73,2005
2023-05-24,NA,Email,309.4,568
2023-05-24,NA,Affiliate,466.01,1656
2023-05-24,NA,Direct,100.62,224
2023-05-24,APAC,Paid Search,785.32,3167
2023-05-24,APAC,Social,422.17,1949
2023-05-24,APAC,Email,248.13,579
2023-05-24,APAC,Affiliate,246.1,790
2023-05-24,APAC,Direct,65.55,100
2023-05-25,EU,Paid Search,1204.22,4319
2023-05-25,EU,Social,969.62,5064
2023-05-25,EU,Email,363.64,707
2023-05-25,EU,Affiliate,459.43,1425
2023-05-25,EU,Direct,94.72,139
2023-05-25,NA,Paid Search,1164.99,4908
2023-05-25,NA,Social,850.14,4208
2023-05-25,NA,Email,312.91,710
2023-05-25,NA,Affiliate,349.7,1017
2023-05-25,NA,Direct,78.56,130
2023-05-25,APAC,Paid Search,622.09,2916
2023-05-25,APAC,Social,642.28,2025
2023-05-25,APAC,Email,261.63,456
2023-05-25,APAC,Affiliate,306.15,738
2023-05-25,APAC,Direct,62.72,118
2023-05-26,EU,Paid Search,1226.28,4734
2023-05-26,EU,Social,948.67,3892
2023-05-26,EU,Email,287.47,435
2023-05-26,EU,Affiliate,446.56,1357
2023-05-26,EU,Direct,97.34,135
2023-05-26,NA,Paid Search,1287.45,5186
2023-05-26,NA,Social,834.38,2946
2023-05-26,NA,Email,285.49,490
2023-05-26,NA,Affiliate,334.25,1270
2023-05-26,NA,Direct,73.42,100
2023-05-26,APAC,Paid Search,1011.66,4314
2023-05-26,APAC,Social,547.56,2168
2023-05-26,APAC,Email,288.7,748
2023-05-26,APAC,Affiliate,263.46,774
2023-05-26,APAC,Direct,77.62,137
2023-05-27,EU,Paid Search,1183.29,3900
2023-05-27,EU,Social,1408.75,7185
2023-05-27,EU,Email,342.25,611
2023-05-27,EU,Affiliate,435.2,1276
2023-05-27,EU,Direct,98.84,129
2023-05-27,NA,Paid Search,935.02,3242
2023-05-27,NA,Social,634.76,1586
2023-05-27,NA,Email,229.53,463
2023-05-27,NA,Affiliate,277.23,554
2023-05-27,NA,Direct,73.02,115
2023-05-27,APAC,Paid Search,914.56,2619
2023-05-27,APAC,Social,554.21,2311
2023-05-27,APAC,Email,224.9,414
2023-05-27,APAC,Affiliate,362.12,1022
2023-05-27,APAC,Direct,87.79,157
2023-05-28,EU,Paid Search,959.98,3906
2023-05-28,EU,Social,1068.49,5138
2023-05-28,EU,Email,250.49,459
2023-05-28,EU,Affiliate,390.6,1514
2023-05-28,EU,Direct,124.26,162
2023-05-28,NA,Paid Search,1008.82,2454
2023-05-28,NA,Social,792.45,4536
2023-05-28,NA,Email,182.09,242
2023-05-28,NA,Affiliate,309.87,936
2023-05-28,NA,Direct,90.55,112
2023-05-28,APAC,Paid Search,990.75,3572
2023-05-28,APAC,Social,831.41,3425
2023-05-28,APAC,Email,199.89,466
2023-05-28,APAC,Affiliate,388.71,808
2023-05-28,APAC,Direct,89.43,100
2023-05-29,EU,Paid Search,1516.14,3430
2023-05-29,EU,Social,1041.23,4902
2023-05-29,EU,Email,310.83,709
2023-05-29,EU,Affiliate,466.71,1545
2023-05-29,EU,Direct,91.2,111
2023-05-29,NA,Paid Search,1197.86,3210
2023-05-29,NA,Social,518.64,1915
2023-05-29,NA,Email,228.04,520
2023-05-29,NA,Affiliate,374.12,1393
2023-05-29,NA,Direct,107.12,185
2023-05-29,APAC,Paid Search,676.91,2769
2023-05-29,APAC,Social,966.03,4091
2023-05-29,APAC,Email,255.85,477
2023-05-29,APAC,Affiliate,139.75,363
2023-05-29,APAC,Direct,94.8,134
2023-05-30,EU,Paid Search,1433.66,6506
2023-05-30,EU,Social,874.08,3226
2023-05-30,EU,Email,293.23,447
2023-05-30,EU,Affiliate,415.18,823
2023-05-30,EU,Direct,67.19,108
2023-05-30,NA,Paid Search,979.09,2942
2023-05-30,NA,Social,922.94,4045
2023-05-30,NA,Email,214.98,456
2023-05-30,NA,Affiliate,429.63,1553
2023-05-30,NA,Direct,105.53,159
2023-05-30,APAC,Paid Search,813.06,3407
2023-05-30,APAC,Social,909.64,3636
2023-05-30,APAC,Email,196.85,524
2023-05-30,APAC,Affiliate,284.21,789
2023-05-30,APAC,Direct,65.4,110
2023-05-31,EU,Paid Search,1254.62,4001
2023-05-31,EU,Social,935.1,3723
2023-05-31,EU,Email,294.39,633
2023-05-31,EU,Affiliate,429.64,1377
2023-05-31,EU,Direct,120.23,134
2023-05-31,NA,Paid Search,790.23,2292
2023-05-31,NA,Social,802.96,3462
2023-05-31,NA,Email,237.06,467
2023-05-31,NA,Affiliate,311.87,641
2023-05-31,NA,Direct,68.81,114
2023-05-31,APAC,Paid Search,580.06,2450
2023-05-31,APAC,Social,668.61,2279
2023-05-31,APAC,Email,212.56,340
2023-05-31,APAC,Affiliate,389.63,1069
2023-05-31,APAC,Direct,56.55,130
2023-06-01,EU,Paid Search,1282.71,5112
2023-06-01,EU,Social,991.09,4384
2023-06-01,EU,Email,356.59,833
2023-06-01,EU,Affiliate,384.7,1131
2023-06-01,EU,Direct,108.4,152
2023-06-01,NA,Paid Search,1341.25,5861
2023-06-01,NA,Social,502.53,2417
2023-06-01,NA,Email,298.01,663
2023-06-01,NA,Affiliate,394.35,1083
2023-06-01,NA,Direct,115.83,100
2023-06-01,APAC,Paid Search,554.54,1470
2023-06-01,APAC,Social,719.81,2541
2023-06-01,APAC,Email,229.82,386
2023-06-01,APAC,Affiliate,242.41,784
2023-06-01,APAC,Direct,83.16,179
2023-06-02,EU,Paid Search,1343.83,4276
2023-06-02,EU,Social,911.81,2278
2023-06-02,EU,Email,350.38,722
2023-06-02,EU,Affiliate,422.01,1280
2023-06-02,EU,Direct,93.35,100
2023-06-02,NA,Paid Search,1063.18,3472
2023-06-02,NA,Social,857.86,3674
2023-06-02,NA,Email,279.1,485
2023-06-02,NA,Affiliate,487.04,1795
2023-06-02,NA,Direct,77.58,148
2023-06-02,APAC,Paid Search,981.55,2375
2023-06-02,APAC,Social,840.63,3201
2023-06-02,APAC,Email,207.94,399
2023-06-02,APAC,Affiliate,310.54,883
2023-06-02,APAC,Direct,90.09,180
2023-06-03,EU,Paid Search,1234.44,3010
2023-06-03,EU,Social,911.09,3135
2023-06-03,EU,Email,299.26,433
2023-06-03,EU,Affiliate,458.9,985
2023-06-03,EU,Direct,90.85,179
2023-06-03,NA,Paid Search,834.64,2186
2023-06-03,NA,Social,1032.51,4239
2023-06-03,NA,Email,223.66,354
2023-06-03,NA,Affiliate,530.1,1848
2023-06-03,NA,Direct,96.12,168
2023-06-03,APAC,Paid Search,845.44,3042
2023-06-03,APAC,Social,744.86,2771
2023-06-03,APAC,Email,231.31,604
2023-06-03,APAC,Affiliate,233.6,630
2023-06-03,APAC,Direct,66.41,114
2023-06-04,EU,Paid Search,1494.68,3669
2023-06-04,EU,Social,927.24,3316
2023-06-04,EU,Email,345.86,692
2023-06-04,EU,Affiliate,485.14,2008
2023-06-04,EU,Direct,76.27,100
2023-06-04,NA,Paid Search,1102.74,4185
2023-06-04,NA,Social,708.79,3018
2023-06-04,NA,Email,288.03,420
2023-06-04,NA,Affiliate,385.84,1308
2023-06-04,NA,Direct,92.21,100
2023-06-04,APAC,Paid Search,733.26,2798
2023-06-04,APAC,Social,919.67,4190
2023-06-04,APAC,Email,214.44,445
2023-06-04,APAC,Affiliate,285.91,917
2023-06-04,APAC,Direct,82.56,100
2023-06-05,EU,Paid Search,1519.9,7162
2023-06-05,EU,Social,809.09,2931
2023-06-05,EU,Email,356.76,668
2023-06-05,EU,Affiliate,362.78,744
2023-06-05,EU,Direct,105.7,118
2023-06-05,NA,Paid Search,1202.15,4217
2023-06-05,NA,Social,1062.66,5522
2023-06-05,NA,Email,273.5,675
2023-06-05,NA,Affiliate,329.21,835
2023-06-05,NA,Direct,110.82,230
2023-06-05,APAC,Paid Search,1106.51,2940
2023-06-05,APAC,Social,508.97,2440
2023-06-05,APAC,Email,186.36,309
2023-06-05,APAC,Affiliate,292.83,761
2023-06-05,APAC,Direct,103.86,208
2023-06-06,EU,Paid Search,1590.41,5238
2023-06-06,EU,Social,1207.66,4940
2023-06-06,EU,Email,357.33,832
2023-06-06,EU,Affiliate,393.08,1373
2023-06-06,EU,Direct,104.2,174
2023-06-06,NA,Paid Search,965.96,3739
2023-06-06,NA,Social,917.64,4428
2023-06-06,NA,Email,370.57,949
2023-06-06,NA,Affiliate,325.97,817
2023-06-06,NA,Direct,109.03,212
2023-06-06,APAC,Paid Search,515.02,1955
2023-06-06,APAC,Social,427.99,1983
2023-06-06,APAC,Email,270.22,549
2023-06-06,APAC,Affiliate,301.37,859
2023-06-06,APAC,Direct,85.11,142
2023-06-07,EU,Paid Search,1478.54,5635
2023-06-07,EU,Social,816.31,2178
2023-06-07,EU,Email,284.59,550
2023-06-07,EU,Affiliate,525.31,1841
2023-06-07,EU,Direct,136.22,232
2023-06-07,NA,Paid Search,1317.26,2903
2023-06-07,NA,Social,629.27,3397
2023-06-07,NA,Email,283.98,555
2023-06-07,NA,Affiliate,256.68,873
2023-06-07,NA,Direct,89.22,100
2023-06-07,APAC,Paid Search,1030.22,3501
2023-06-07,APAC,Social,649.27,3140
2023-06-07,APAC,Email,194.61,290
2023-06-07,APAC,Affiliate,264.68,933
2023-06-07,APAC,Direct,59.74,100
2023-06-08,EU,Paid Search,1485.18,5261
2023-06-08,EU,Social,895.68,4218
2023-06-08,EU,Email,322.7,611
2023-06-08,EU,Affiliate,393.02,1195
2023-06-08,EU,Direct,119.93,161
2023-06-08,NA,Paid Search,1069.78,4417
2023-06-08,NA,Social,817.53,3348
2023-06-08,NA,Email,215.35,435
2023-06-08,NA,Affiliate,397.93,1118
2023-06-08,NA,Direct,94.68,129
2023-06-08,APAC,Paid Search,636.63,1331
2023-06-08,APAC,Social,807.5,4676
2023-06-08,APAC,Email,287.49,487
2023-06-08,APAC,Affiliate,355.59,946
2023-06-08,APAC,Direct,63.92,120
2023-06-09,EU,Paid Search,1164.01,3859
2023-06-09,EU,Social,933.57,3401
2023-06-09,EU,Email,392.4,1004
2023-06-09,EU,Affiliate,339.73,1111
2023-06-09,EU,Direct,105.82,136
2023-06-09,NA,Paid Search,1034.46,3767
2023-06-09,NA,Social,838.98,3947
2023-06-09,NA,Email,305.91,433
2023-06-09,NA,Affiliate,359.32,1029
2023-06-09,NA,Direct,104.65,100
2023-06-09,APAC,Paid Search,1226.13,4282
2023-06-09,APAC,Social,726.62,1908
2023-06-09,APAC,Email,212.36,331
2023-06-09,APAC,Affiliate,363.24,982
2023-06-09,APAC,Direct,73.46,100
2023-06-10,EU,Paid Search,1116.39,4473
2023-06-10,EU,Social,839.98,3658
2023-06-10,EU,Email,300.14,648
2023-06-10,EU,Affiliate,483.58,1480
2023-06-10,EU,Direct,122.11,216
2023-06-10,NA,Paid Search,1163.38,4236
2023-06-10,NA,Social,716.98,2587
2023-06-10,NA,Email,287.37,484
2023-06-10,NA,Affiliate,337.99,1148
2023-06-10,NA,Direct,106.01,100
2023-06-10,APAC,Paid Search,889.88,3609
2023-06-10,APAC,Social,624.64,2947
2023-06-10,APAC,Email,250.35,491
2023-06-10,APAC,Affiliate,271.33,629
2023-06-10,APAC,Direct,52.45,100
2023-06-11,EU,Paid Search,1015.34,4025
2023-06-11,EU,Social,1096.44,5406
2023-06-11,EU,Email,297.89,724
2023-06-11,EU,Affiliate,270.46,711
2023-06-11,EU,Direct,78.54,124
2023-06-11,NA,Paid Search,973.08,2700
2023-06-11,NA,Social,596.27,2611
2023-06-11,NA,Email,267.72,449
2023-06-11,NA,Affiliate,396.12,1024
2023-06-11,NA,Direct,99.71,105
2023-06-11,APAC,Paid Search,1193.08,5627
2023-06-11,APAC,Social,596.3,3176
2023-06-11,APAC,Email,199.5,430
2023-06-11,APAC,Affiliate,177.16,455
2023-06-11,APAC,Direct,86.87,176
2023-06-12,EU,Paid Search,1269.97,3282
2023-06-12,EU,Social,1013.46,3050
2023-06-12,EU,Email,279.34,504
2023-06-12,EU,Affiliate,456.63,1099
2023-06-12,EU,Direct,100.83,155
2023-06-12,NA,Paid Search,1214.42,3054
2023-06-12,NA,Social,756.1,3227
2023-06-12,NA,Email,284.18,601
2023-06-12,NA,Affiliate,380.15,1076
2023-06-12,NA,Direct,106.03,180
2023-06-12,APAC,Paid Search,1119.33,3409
2023-06-12,APAC,Social,516.81,2049
2023-06-12,APAC,Email,228.82,482
2023-06-12,APAC,Affiliate,188.71,459
2023-06-12,APAC,Direct,63.64,100
2023-06-13,EU,Paid Search,1056.72,4059
2023-06-13,EU,Social,793.75,2790
2023-06-13,EU,Email,272.11,558
2023-06-13,EU,Affiliate,470.51,1951
2023-06-13,EU,Direct,111.87,158
2023-06-13,NA,Paid Search,1000.96,3599
2023-06-13,NA,Social,1121.5,3898
2023-06-13,NA,Email,349.88,793
2023-06-13,NA,Affiliate,323.17,969
2023-06-13,NA,Direct,65.48,107
2023-06-13,APAC,Paid Search,695.73,2454
2023-06-13,APAC,Social,660.06,2950
2023-06-13,APAC,Email,204.49,437
2023-06-13,APAC,Affiliate,276.93,772
2023-06-13,APAC,Direct,81.79,100
2023-06-14,EU,Paid Search,1324.42,3911
2023-06-14,EU,Social,882.92,2606
2023-06-14,EU,Email,252.88,454
2023-06-14,EU,Affiliate,424.1,1330
2023-06-14,EU,Direct,105.93,170
2023-06-14,NA,Paid Search,1009.92,3216
2023-06-14,NA,Social,1026.87,4882
2023-06-14,NA,Email,245.12,456
2023-06-14,NA,Affiliate,307.59,1145
2023-06-14,NA,Direct,91.27,100
2023-06-14,APAC,Paid Search,869.31,2193
2023-06-14,APAC,Social,620.34,2523
2023-06-14,APAC,Email,203.88,418
2023-06-14,APAC,Affiliate,313.25,1012
2023-06-14,APAC,Direct,83.67,150
2023-06-15,EU,Paid Search,1352.24,3772
2023-06-15,EU,Social,1147.05,6798
2023-06-15,EU,Email,278.8,458
2023-06-15,EU,Affiliate,492.24,1756
2023-06-15,EU,Direct,100.26,104
2023-06-15,NA,Paid Search,780.23,2341
2023-06-15,NA,Social,991.86,4232
2023-06-15,NA,Email,253.63,654
2023-06-15,NA,Affiliate,385.44,1041
2023-06-15,NA,Direct,72.3,100
2023-06-15,APAC,Paid Search,1169.56,3895
2023-06-15,APAC,Social,458.04,1765
2023-06-15,APAC,Email,239.37,473
2023-06-15,APAC,Affiliate,382.41,1356
2023-06-15,APAC,Direct,60.01,100
2023-06-16,EU,Paid Search,1315.48,4977
2023-06-16,EU,Social,855.8,4089
2023-06-16,EU,Email,301.21,667
2023-06-16,EU,Affiliate,429.07,1275
2023-06-16,EU,Direct,110.89,173
2023-06-16,NA,Paid Search,1118.15,3858
2023-06-16,NA,Social,936.23,5623
2023-06-16,NA,Email,317.95,570
2023-06-16,NA,Affiliate,421.43,1403
2023-06-16,NA,Direct,105.73,173
2023-06-16,APAC,Paid Search,947.86,1831
2023-06-16,APAC,Social,607.33,2960
2023-06-16,APAC,Email,279.82,417
2023-06-16,APAC,Affiliate,236.08,816
2023-06-16,APAC,Direct,69.77,110
2023-06-17,EU,Paid Search,1365.28,5685
2023-06-17,EU,Social,1163.19,3972
2023-06-17,EU,Email,292.26,709
2023-06-17,EU,Affiliate,427.14,1373
2023-06-17,EU,Direct,89.9,128
2023-06-17,NA,Paid Search,1257.41,4700
2023-06-17,NA,Social,819.64,2136
2023-06-17,NA,Email,211.2,503
2023-06-17,NA,Affiliate,394.68,1265
2023-06-17,NA,Direct,107.17,174
2023-06-17,APAC,Paid Search,751.7,2776
2023-06-17,APAC,Social,726.43,3135
2023-06-17,APAC,Email,246.13,476
2023-06-17,APAC,Affiliate,282.41,830
2023-06-17,APAC,Direct,89.23,179
2023-06-18,EU,Paid Search,1300.8,5249
2023-06-18,EU,Social,1044.08,6191
2023-06-18,EU,Email,402.55,821
2023-06-18,EU,Affiliate,408.61,726
2023-06-18,EU,Direct,110.97,175
2023-06-18,NA,Paid Search,1131.27,4168
2023-06-18,NA,Social,907.46,3774
2023-06-18,NA,Email,229.81,507
2023-06-18,NA,Affiliate,366.9,992
2023-06-18,NA,Direct,122.3,190
2023-06-18,APAC,Paid Search,811.57,3122
2023-06-18,APAC,Social,984.34,4615
2023-06-18,APAC,Email,206.5,620
2023-06-18,APAC,Affiliate,336.97,1110
2023-06-18,APAC,Direct,64.95,100
2023-06-19,EU,Paid Search,1451.5,5888
2023-06-19,EU,Social,685.02,2697
2023-06-19,EU,Email,336.98,487
2023-06-19,EU,Affiliate,333.97,1205
2023-06-19,EU,Direct,108.02,151
2023-06-19,NA,Paid Search,1055.84,4123
2023-06-19,NA,Social,894.63,4388
2023-06-19,NA,Email,292.64,667
2023-06-19,NA,Affiliate,425.9,1631
2023-06-19,NA,Direct,96.06,144
2023-06-19,APAC,Paid Search,1155.33,3331
2023-06-19,APAC,Social,593.67,2828
2023-06-19,APAC,Email,266.05,457
2023-06-19,APAC,Affiliate,331.73,962
2023-06-19,APAC,Direct,71.04,109
2023-06-20,EU,Paid Search,1450.31,6222
2023-06-20,EU,Social,1145.22,5184
2023-06-20,EU,Email,303.73,590
2023-06-20,EU,Affiliate,425.65,976
2023-06-20,EU,Direct,92.4,100
2023-06-20,NA,Paid Search,1019.97,2926
2023-06-20,NA,Social,858.65,3320
2023-06-20,NA,Email,341.6,769
2023-06-20,NA,Affiliate,177.28,421
2023-06-20,NA,Direct,86.75,117
2023-06-20,APAC,Paid Search,832.62,1984
2023-06-20,APAC,Social,725.3,2789
2023-06-20,APAC,Email,180.42,281
2023-06-20,APAC,Affiliate,291.26,1266
2023-06-20,APAC,Direct,68.75,119
2023-06-21,EU,Paid Search,1485.69,4604
2023-06-21,EU,Social,993.36,3203
2023-06-21,EU,Email,218.51,441
2023-06-21,EU,Affiliate,430.65,1104
2023-06-21,EU,Direct,125.73,202
2023-06-21,NA,Paid Search,732.92,2268
2023-06-21,NA,Social,841.38,3949
2023-06-21,NA,Email,291.98,617
2023-06-21,NA,Affiliate,413.49,854
2023-06-21,NA,Direct,88.87,110
2023-06-21,APAC,Paid Search,1192.96,4533
2023-06-21,APAC,Social,740.26,3494
2023-06-21,APAC,Email,218.99,356
2023-06-21,APAC,Affiliate,301.0,984
2023-06-21,APAC,Direct,106.22,201
2023-06-22,EU,Paid Search,1137.18,4479
2023-06-22,EU,Social,1086.5,3454
2023-06-22,EU,Email,304.87,573
2023-06-22,EU,Affiliate,354.7,975
2023-06-22,EU,Direct,105.07,182
2023-06-22,NA,Paid Search,1042.5,3177
2023-06-22,NA,Social,758.81,3998
2023-06-22,NA,Email,308.39,442
2023-06-22,NA,Affiliate,373.13,950
2023-06-22,NA,Direct,68.35,100
2023-06-22,APAC,Paid Search,1186.59,4525
2023-06-22,APAC,Social,623.66,3101
2023-06-22,APAC,Email,256.15,473
2023-06-22,APAC,Affiliate,375.18,874
2023-06-22,APAC,Direct,95.78,160
2023-06-23,EU,Paid Search,1325.26,4307
2023-06-23,EU,Social,703.14,2452
2023-06-23,EU,Email,323.17,557
2023-06-23,EU,Affiliate,377.73,1201
2023-06-23,EU,Direct,88.26,130
2023-06-23,NA,Paid Search,906.15,2439
2023-06-23,NA,Social,995.58,3226
2023-06-23,NA,Email,176.73,483
2023-06-23,NA,Affiliate,328.63,785
2023-06-23,NA,Direct,103.56,134
2023-06-23,APAC,Paid Search,830.5,2808
2023-06-23,APAC,Social,737.29,3361
2023-06-23,APAC,Email,289.32,724
2023-06-23,APAC,Affiliate,306.58,1168
2023-06-23,APAC,Direct,91.6,122
2023-06-24,EU,Paid Search,1466.38,7943
2023-06-24,EU,Social,907.33,3867
2023-06-24,EU,Email,213.01,459
2023-06-24,EU,Affiliate,473.72,1496
2023-06-24,EU,Direct,114.88,204
2023-06-24,NA,Paid Search,962.75,2754
2023-06-24,NA,Social,919.68,4299
2023-06-24,NA,Email,253.27,538
2023-06-24,NA,Affiliate,354.28,1263
2023-06-24,NA,Direct,101.91,164
2023-06-24,APAC,Paid Search,802.03,2221
2023-06-24,APAC,Social,775.21,4993
2023-06-24,APAC,Email,233.93,360
2023-06-24,APAC,Affiliate,407.74,1595
2023-06-24,APAC,Direct,97.07,137
2023-06-25,EU,Paid Search,1229.79,3875
2023-06-25,EU,Social,908.18,3956
2023-06-25,EU,Email,315.61,640
2023-06-25,EU,Affiliate,455.01,1281
2023-06-25,EU,Direct,87.79,104
2023-06-25,NA,Paid Search,1089.61,3924
2023-06-25,NA,Social,622.2,2500
2023-06-25,NA,Email,296.77,693
2023-06-25,NA,Affiliate,393.32,1397
2023-06-25,NA,Direct,101.12,100
2023-06-25,APAC,Paid Search,867.38,3426
2023-06-25,APAC,Social,546.01,2602
2023-06-25,APAC,Email,151.39,385
2023-06-25,APAC,Affiliate,310.64,711
2023-06-25,APAC,Direct,61.05,100
2023-06-26,EU,Paid Search,1227.28,5843
2023-06-26,EU,Social,925.53,4057
2023-06-26,EU,Email,395.56,858
2023-06-26,EU,Affiliate,404.81,1098
2023-06-26,EU,Direct,124.15,245
2023-06-26,NA,Paid Search,974.92,2974
2023-06-26,NA,Social,752.8,3333
2023-06-26,NA,Email,357.7,843
2023-06-26,NA,Affiliate,377.86,1190
2023-06-26,NA,Direct,100.22,100
2023-06-26,APAC,Paid Search,965.81,5025
2023-06-26,APAC,Social,590.84,1314
2023-06-26,APAC,Email,300.92,541
2023-06-26,APAC,Affiliate,311.72,1087
2023-06-26,APAC,Direct,89.13,177
2023-06-27,EU,Paid Search,1402.83,5323
2023-06-27,EU,Social,1116.87,3337
2023-06-27,EU,Email,400.3,254
2023-06-27,EU,Affiliate,437.3,1381
2023-06-27,EU,Direct,117.82,100
2023-06-27,NA,Paid Search,865.24,3433
2023-06-27,NA,Social,1027.82,3947
2023-06-27,NA,Email,253.47,466
2023-06-27,NA,Affiliate,432.79,1707
2023-06-27,NA,Direct,91.67,146
2023-06-27,APAC,Paid Search,813.33,2833
2023-06-27,APAC,Social,739.06,3676
2023-06-27,APAC,Email,191.91,446
2023-06-27,APAC,Affiliate,241.97,387
2023-06-27,APAC,Direct,91.11,147
2023-06-28,EU,Paid Search,1598.07,4400
2023-06-28,EU,Social,1098.62,4297
2023-06-28,EU,Email,378.08,785
2023-06-28,EU,Affiliate,415.52,1035
2023-06-28,EU,Direct,114.59,174
2023-06-28,NA,Paid Search,1010.6,4314
2023-06-28,NA,Social,916.97,2418
2023-06-28,NA,Email,246.23,545
2023-06-28,NA,Affiliate,330.12,773
2023-06-28,NA,Direct,71.8,100
2023-06-28,APAC,Paid Search,1000.53,3277
2023-06-28,APAC,Social,455.34,1591
2023-06-28,APAC,Email,205.32,444
2023-06-28,APAC,Affiliate,230.85,430
2023-06-28,APAC,Direct,77.99,124
2023-06-29,EU,Paid Search,1534.55,6614
2023-06-29,EU,Social,869.67,4141
2023-06-29,EU,Email,354.72,574
2023-06-29,EU,Affiliate,439.8,1235
2023-06-29,EU,Direct,106.72,147
2023-06-29,NA,Paid Search,1360.79,5725
2023-06-29,NA,Social,964.53,5152
2023-06-29,NA,Email,245.94,470
2023-06-29,NA,Affiliate,399.34,974
2023-06-29,NA,Direct,110.06,145
2023-06-29,APAC,Paid Search,549.3,1748
2023-06-29,APAC,Social,622.64,2821
2023-06-29,APAC,Email,114.56,237
2023-06-29,APAC,Affiliate,314.46,1240
2023-06-29,APAC,Direct,69.16,109
2023-06-30,EU,Paid Search,1248.98,4363
2023-06-30,EU,Social,883.2,5472
2023-06-30,EU,Email,308.88,613
2023-06-30,EU,Affiliate,495.51,1294
2023-06-30,EU,Direct,132.92,214
