return_id,order_id,return_date,reason_code,refund_amount
15456,244287,2023-11-18,Wrong Size,9.86
15457,244299,2023-11-30,Changed Mind,110.65
15458,244323,2023-11-23,Late Delivery,26.72
15459,244332,2023-11-22,Wrong Size,33.73
15460,244346,2023-12-03,Damaged,81.21
15461,244347,2023-11-30,Wrong Size,90.33
15462,244371,2023-11-20,Damaged,61.35
15463,244418,2023-11-18,Wrong Size,16.62
15464,244430,2023-11-24,Changed Mind,24.46
15465,244434,2023-11-29,Wrong Size,116.57
15466,244450,2023-11-25,Wrong Size,200.32
15467,244451,2023-11-27,Damaged,74.33
15468,244480,2023-12-12,Not as Described,109.19
15469,244497,2023-11-30,Not as Described,30.47
15470,244515,2023-11-26,Not as Described,132.32
15471,244516,2023-11-23,Wrong Size,12.64
15472,244556,2023-12-05,Wrong Size,127.47
15473,244568,2023-11-22,Not as Described,14.99
15474,244580,2023-12-03,Not as Described,25.71
15475,244599,2023-12-01,Wrong Size,50.39
15476,244613,2023-12-03,Wrong Size,220.57
15477,244630,2023-11-25,Damaged,30.8
15478,244631,2023-11-27,Not as Described,46.56
15479,244636,2023-11-21,Wrong Size,42.02
15480,244641,2023-11-20,Wrong Size,82.28
15481,244648,2023-12-07,Damaged,50.33
15482,244675,2023-11-29,Changed Mind,115.59
15483,244676,2023-12-06,Damaged,74.06
15484,244679,2023-12-07,Wrong Size,103.03
15485,244683,2023-11-27,Late Delivery,17.67
15486,244687,2023-12-03,Changed Mind,17.4
15487,244727,2023-11-22,Damaged,18.73
15488,244731,2023-11-23,Not as Described,146.14
15489,244753,2023-11-19,Wrong Size,18.53
15490,244813,2023-12-04,Not as Described,59.02
15491,244885,2023-11-25,Changed Mind,145.43
15492,244908,2023-11-28,Wrong Size,65.14
15493,244912,2023-12-08,Damaged,95.15
15494,244929,2023-12-07,Not as Described,75.91
15495,244939,2023-12-05,Wrong Size,68.84
15496,244944,2023-11-26,Damaged,111.8
15497,245000,2023-11-18,Not as Described,122.37
15498,245033,2023-12-04,Changed Mind,19.1
15499,245040,2023-11-18,Wrong Size,76.53
15500,245042,2023-11-24,Changed Mind,30.44
15501,245043,2023-11-21,Damaged,32.18
15502,245048,2023-11-19,Late Delivery,74.68
15503,245066,2023-11-27,Wrong Size,78.73
15504,245087,2023-11-26,Not as Described,18.74
15505,245095,2023-12-04,Wrong Size,115.57
15506,245097,2023-12-02,Changed Mind,49.06
15507,245109,2023-11-30,Not as Described,106.45
15508,245113,2023-11-18,Changed Mind,68.14
15509,245116,2023-12-06,Damaged,107.12
15510,245124,2023-11-20,Damaged,16.36
15511,245162,2023-11-26,Not as Described,75.5
15512,245191,2023-11-26,Damaged,100.36
15513,245234,2023-11-24,Changed Mind,53.63
15514,245242,2023-11-29,Late Delivery,99.73
15515,245260,2023-11-26,Damaged,80.7
15516,245273,2023-12-04,Damaged,96.11
15517,245300,2023-11-26,Not as Described,66.44
15518,245305,2023-12-05,Damaged,153.75
15519,245325,2023-11-24,Wrong Size,72.35
15520,245376,2023-11-25,Wrong Size,63.35
15521,245381,2023-11-26,Not as Described,57.34
15522,245384,2023-12-06,Wrong Size,96.07
15523,245408,2023-12-01,Wrong Size,16.78
15524,245424,2023-11-26,Not as Described,54.23
15525,245441,2023-12-05,Wrong Size,70.91
15526,245446,2023-12-02,Damaged,15.11
15527,245447,2023-12-01,Wrong Size,35.7
15528,245461,2023-11-21,Wrong Size,145.49
15529,245471,2023-11-23,Wrong Size,33.32
15530,245482,2023-11-24,Changed Mind,42.0
15531,245497,2023-12-04,Late Delivery,10.24
15532,245508,2023-11-21,Damaged,25.3
15533,245514,2023-11-29,Late Delivery,200.19
15534,245540,2023-12-02,Wrong Size,85.5
15535,245594,2023-11-25,Wrong Size,26.1
15536,245608,2023-11-23,Late Delivery,32.45
15537,245611,2023-12-09,Damaged,21.33
15538,245613,2023-12-03,Wrong Size,14.98
15539,245623,2023-11-25,Late Delivery,20.55
15540,245631,2023-12-07,Not as Described,69.18
15541,245653,2023-12-04,Damaged,13.4
15542,245657,2023-12-04,Wrong Size,81.77
15543,245667,2023-12-11,Damaged,59.05
15544,245672,2023-11-23,Wrong Size,24.13
15545,245684,2023-12-14,Wrong Size,71.12
15546,245704,2023-12-04,Late Delivery,73.47
15547,245723,2023-11-25,Damaged,51.83
15548,245753,2023-12-06,Wrong Size,14.89
15549,245774,2023-12-09,Late Delivery,100.7
15550,245788,2023-11-25,Changed Mind,38.18
15551,245802,2023-12-03,Wrong Size,41.09
15552,245845,2023-12-12,Damaged,63.46
15553,245875,2023-12-11,Damaged,74.06
15554,245923,2023-11-26,Wrong Size,56.63
15555,245933,2023-12-01,Not as Described,121.52
15556,245946,2023-11-24,Changed Mind,61.63
15557,245956,2023-12-03,Not as Described,82.5
15558,245978,2023-11-25,Wrong Size,57.61
15559,246002,2023-11-23,Changed Mind,16.02
15560,246003,2023-11-26,Not as Described,46.11
15561,246011,2023-11-24,Damaged,75.52
15562,246012,2023-12-04,Damaged,122.39
15563,246013,2023-12-01,Wrong Size,62.83
15564,246014,2023-11-29,Not as Described,29.47
15565,246027,2023-11-26,Wrong Size,62.23
15566,246035,2023-11-30,Damaged,48.9
15567,246039,2023-12-04,Damaged,55.78
15568,246047,2023-12-02,Late Delivery,111.66
15569,246067,2023-12-02,Changed Mind,45.91
15570,246068,2023-11-28,Damaged,10.65
15571,246112,2023-12-02,Not as Described,25.25
15572,246147,2023-12-07,Wrong Size,30.43
15573,246159,2023-12-03,Wrong Size,52.1
15574,246206,2023-11-22,Changed Mind,93.54
15575,246268,2023-12-01,Not as Described,76.82
15576,246269,2023-12-06,Not as Described,88.7
15577,246276,2023-11-30,Wrong Size,63.37
15578,246287,2023-12-05,Late Delivery,14.27
15579,246290,2023-12-04,Wrong Size,126.86
15580,246291,2023-11-27,Damaged,86.58
15581,246306,2023-12-05,Wrong Size,24.62
15582,246327,2023-11-21,Damaged,60.43
15583,246332,2023-12-06,Wrong Size,86.27
15584,246372,2023-11-24,Changed Mind,58.99
15585,246376,2023-12-04,Damaged,45.61
15586,246399,2023-11-26,Changed Mind,56.11
15587,246400,2023-11-21,Wrong Size,70.03
15588,246417,2023-11-27,Wrong Size,141.55
15589,246423,2023-11-18,Wrong Size,115.89
15590,246428,2023-12-07,Changed Mind,27.47
15591,246493,2023-11-30,Wrong Size,28.88
15592,246541,2023-12-04,Wrong Size,88.23
15593,246550,2023-11-22,Wrong Size,42.75
15594,246576,2023-12-05,Not as Described,230.23
15595,246603,2023-12-05,Wrong Size,98.81
15596,246609,2023-11-26,Wrong Size,54.61
15597,246657,2023-11-30,Wrong Size,44.53
15598,246686,2023-12-04,Wrong Size,19.44
15599,246695,2023-12-06,Damaged,53.05
15600,246702,2023-12-04,Late Delivery,31.15
15601,246703,2023-11-24,Changed Mind,33.56
15602,246715,2023-11-23,Not as Described,30.95
15603,246727,2023-12-07,Wrong Size,128.5
15604,246734,2023-11-24,Damaged,151.45
15605,246739,2023-11-26,Not as Described,47.77
15606,246742,2023-12-08,Damaged,18.4
15607,246744,2023-12-13,Not as Described,26.63
15608,246757,2023-11-27,Wrong Size,79.17
15609,246766,2023-12-03,Wrong Size,60.42
15610,246788,2023-11-25,Not as Described,40.21
15611,246802,2023-11-23,Wrong Size,17.3
15612,246812,2023-11-24,Wrong Size,107.35
15613,246815,2023-11-22,Wrong Size,48.02
15614,246847,2023-12-02,Damaged,25.95
15615,246863,2023-11-24,Wrong Size,52.37
15616,246882,2023-11-25,Changed Mind,224.58
15617,246886,2023-12-02,Wrong Size,35.04
15618,246895,2023-11-22,Late Delivery,18.01
15619,246901,2023-12-04,Wrong Size,25.88
15620,246905,2023-12-03,Changed Mind,109.97
15621,246909,2023-12-12,Wrong Size,43.72
15622,246914,2023-11-22,Not as Described,44.91
15623,246916,2023-12-13,Wrong Size,22.3
15624,246928,2023-11-27,Damaged,117.07
15625,246932,2023-12-03,Changed Mind,167.31
15626,246966,2023-12-02,Not as Described,50.98
15627,246990,2023-11-24,Changed Mind,36.9
15628,246999,2023-11-26,Wrong Size,32.6
15629,247018,2023-12-02,Not as Described,98.52
15630,247026,2023-11-25,Changed Mind,63.82
15631,247028,2023-12-07,Wrong Size,31.42
15632,247043,2023-11-24,Not as Described,42.03
15633,247057,2023-11-24,Wrong Size,138.85
15634,247059,2023-11-20,Wrong Size,389.49
15635,247069,2023-12-08,Changed Mind,108.74
15636,247075,2023-12-05,Wrong Size,22.21
15637,247079,2023-12-05,Damaged,85.39
15638,247087,2023-12-02,Changed Mind,72.54
15639,247103,2023-11-26,Not as Described,41.31
15640,247106,2023-12-01,Changed Mind,30.64
15641,247112,2023-12-08,Wrong Size,29.02
15642,247129,2023-12-04,Damaged,75.96
15643,247130,2023-11-27,Wrong Size,60.08
15644,247133,2023-11-21,Late Delivery,50.59
15645,247144,2023-11-28,Wrong Size,52.02
15646,247161,2023-11-23,Changed Mind,58.25
15647,247203,2023-11-24,Wrong Size,27.3
15648,247221,2023-12-05,Late Delivery,220.13
15649,247275,2023-12-02,Late Delivery,38.26
15650,247283,2023-12-05,Wrong Size,79.78
15651,247312,2023-12-02,Late Delivery,24.05
15652,247314,2023-11-27,Wrong Size,74.08
15653,247316,2023-12-01,Damaged,84.93
15654,247317,2023-11-20,Changed Mind,23.48
15655,247349,2023-11-20,Wrong Size,82.62
15656,247366,2023-11-24,Not as Described,116.74
15657,247402,2023-12-04,Wrong Size,13.86
15658,247408,2023-12-06,Not as Described,40.45
15659,247428,2023-11-25,Wrong Size,67.08
15660,247433,2023-11-29,Damaged,87.0
15661,247437,2023-12-01,Damaged,31.5
15662,247459,2023-11-26,Wrong Size,93.77
15663,247479,2023-11-20,Wrong Size,45.6
15664,247484,2023-11-24,Wrong Size,21.28
15665,247553,2023-11-25,Wrong Size,45.76
15666,247575,2023-11-21,Wrong Size,19.24
15667,247584,2023-12-03,Wrong Size,64.08
15668,247597,2023-12-01,Wrong Size,67.57
15669,247630,2023-12-04,Damaged,8.3
15670,247651,2023-12-14,Wrong Size,34.63
15671,247679,2023-12-02,Wrong Size,44.18
15672,247733,2023-11-28,Wrong Size,131.05
15673,247757,2023-11-19,Wrong Size,200.54
15674,247775,2023-11-20,Changed Mind,86.24
15675,247811,2023-12-07,Changed Mind,59.01
15676,247827,2023-12-05,Wrong Size,37.34
15677,247840,2023-11-29,Changed Mind,119.83
15678,247879,2023-11-22,Wrong Size,30.14
15679,247880,2023-12-05,Damaged,36.42
15680,247906,2023-12-09,Wrong Size,30.54
15681,247927,2023-12-09,Wrong Size,182.78
15682,247934,2023-11-28,Changed Mind,21.99
15683,247947,2023-12-11,Wrong Size,53.32
15684,247953,2023-12-01,Changed Mind,37.42
15685,247957,2023-12-11,Not as Described,185.66
15686,247960,2023-12-01,Late Delivery,40.85
15687,247987,2023-12-10,Changed Mind,79.19
15688,248049,2023-11-22,Changed Mind,34.75
15689,248053,2023-12-03,Wrong Size,57.5
15690,248073,2023-11-29,Wrong Size,89.42
15691,248079,2023-12-03,Not as Described,181.89
15692,248082,2023-12-11,Wrong Size,24.62
15693,248144,2023-11-24,Not as Described,22.56
15694,248147,2023-12-09,Late Delivery,16.65
15695,248149,2023-12-03,Wrong Size,95.3
15696,248151,2023-11-26,Not as Described,12.4
15697,248154,2023-12-08,Changed Mind,80.98
15698,248185,2023-11-22,Wrong Size,18.16
15699,248186,2023-12-11,Wrong Size,50.98
15700,248198,2023-12-03,Not as Described,84.53
15701,248216,2023-12-11,Damaged,53.98
15702,248220,2023-12-02,Late Delivery,25.04
15703,248235,2023-12-09,Wrong Size,66.59
15704,248244,2023-12-03,Late Delivery,35.47
15705,248292,2023-11-28,Damaged,43.88
15706,248299,2023-11-21,Not as Described,27.81
15707,248303,2023-11-24,Wrong Size,127.42
15708,248308,2023-12-05,Not as Described,76.39
15709,248311,2023-11-28,Not as Described,48.78
15710,248328,2023-11-28,Changed Mind,61.86
15711,248333,2023-11-25,Changed Mind,130.51
15712,248348,2023-12-02,Wrong Size,143.1
15713,248368,2023-11-18,Damaged,17.27
15714,248388,2023-12-02,Not as Described,29.82
15715,248410,2023-11-26,Not as Described,64.11
15716,248419,2023-11-28,Wrong Size,147.26
15717,248426,2023-11-27,Not as Described,71.21
15718,248439,2023-11-23,Wrong Size,104.66
15719,248451,2023-11-28,Late Delivery,40.45
15720,248481,2023-12-03,Wrong Size,311.69
15721,248491,2023-11-22,Wrong Size,61.16
15722,248514,2023-11-20,Not as Described,136.19
15723,248545,2023-12-08,Changed Mind,168.68
15724,248559,2023-11-28,Damaged,27.01
15725,248603,2023-11-25,Wrong Size,58.21
15726,248620,2023-11-29,Late Delivery,124.05
15727,248632,2023-12-08,Damaged,27.02
15728,248648,2023-11-28,Wrong Size,158.91
15729,248666,2023-11-26,Late Delivery,14.53
15730,248667,2023-12-08,Late Delivery,60.85
15731,248714,2023-12-04,Wrong Size,10.78
15732,248761,2023-12-07,Wrong Size,57.85
15733,248857,2023-11-27,Not as Described,32.42
15734,248859,2023-12-01,Not as Described,59.82
15735,248860,2023-12-12,Wrong Size,37.19
15736,248865,2023-11-25,Late Delivery,28.29
15737,248915,2023-11-27,Damaged,83.54
15738,248955,2023-11-27,Late Delivery,70.86
15739,248968,2023-12-01,Damaged,51.56
15740,248973,2023-12-01,Wrong Size,91.83
15741,248981,2023-11-29,Wrong Size,87.12
15742,248993,2023-12-03,Late Delivery,23.14
15743,248994,2023-12-03,Late Delivery,98.49
15744,248996,2023-12-09,Changed Mind,109.72
15745,248998,2023-12-01,Wrong Size,33.6
15746,249009,2023-11-21,Damaged,122.56
15747,249013,2023-11-23,Wrong Size,231.2
15748,249017,2023-12-05,Wrong Size,45.14
15749,249025,2023-12-09,Wrong Size,59.0
15750,249042,2023-11-27,Late Delivery,153.18
15751,249044,2023-12-08,Wrong Size,83.17
15752,249049,2023-12-05,Wrong Size,54.34
15753,249072,2023-12-04,Changed Mind,85.58
15754,249105,2023-12-08,Damaged,75.13
15755,249116,2023-11-21,Late Delivery,53.37
15756,249117,2023-12-10,Not as Described,25.05
15757,249131,2023-12-11,Wrong Size,201.44
15758,249174,2023-12-09,Changed Mind,119.24
15759,249186,2023-11-25,Changed Mind,47.41
15760,249200,2023-12-11,Wrong Size,147.82
15761,249216,2023-11-30,Damaged,67.76
15762,249220,2023-11-23,Not as Described,109.99
15763,249255,2023-12-06,Damaged,17.48
15764,249259,2023-12-06,Damaged,67.84
15765,249277,2023-12-08,Wrong Size,44.58
15766,249279,2023-11-25,Damaged,21.95
15767,249281,2023-12-14,Wrong Size,23.48
15768,249304,2023-12-13,Damaged,206.8
15769,249330,2023-11-26,Wrong Size,126.94
15770,249338,2023-11-23,Damaged,177.64
15771,249357,2023-11-27,Wrong Size,124.33
15772,249370,2023-12-06,Wrong Size,82.14
15773,249373,2023-12-06,Not as Described,10.33
15774,249377,2023-12-03,Not as Described,40.34
15775,249394,2023-11-30,Wrong Size,150.78
15776,249422,2023-11-25,Damaged,72.17
15777,249427,2023-11-24,Wrong Size,47.97
15778,249432,2023-11-28,Wrong Size,102.7
15779,249445,2023-12-01,Not as Described,38.78
15780,249457,2023-11-23,Not as Described,116.88
15781,249481,2023-12-11,Not as Described,62.74
15782,249482,2023-11-25,Late Delivery,26.87
15783,249499,2023-12-05,Not as Described,73.48
15784,249503,2023-11-26,Not as Described,33.58
15785,249505,2023-12-06,Changed Mind,28.69
15786,249544,2023-11-29,Wrong Size,46.04
15787,249545,2023-11-29,Damaged,35.9
15788,249563,2023-12-06,Wrong Size,22.59
15789,249585,2023-11-25,Late Delivery,144.71
15790,249627,2023-12-04,Wrong Size,19.51
15791,249696,2023-12-04,Damaged,54.44
15792,249707,2023-11-28,Changed Mind,66.03
15793,249712,2023-12-06,Late Delivery,38.37
15794,249720,2023-12-08,Not as Described,124.19
15795,249736,2023-12-09,Wrong Size,80.79
15796,249737,2023-11-21,Damaged,37.6
15797,249781,2023-11-29,Damaged,16.37
15798,249827,2023-12-06,Damaged,164.57
15799,249916,2023-11-30,Not as Described,98.48
15800,249941,2023-12-05,Wrong Size,37.03
15801,249975,2023-12-01,Not as Described,50.55
15802,250002,2023-11-22,Changed Mind,38.29
15803,250017,2023-11-26,Changed Mind,70.63
15804,250022,2023-11-22,Not as Described,116.73
15805,250029,2023-12-11,Not as Described,18.47
15806,250063,2023-11-27,Wrong Size,47.45
15807,250070,2023-12-03,Wrong Size,45.41
15808,250085,2023-11-28,Not as Described,76.41
15809,250088,2023-12-03,Not as Described,81.09
15810,250102,2023-12-04,Late Delivery,101.76
15811,250108,2023-11-28,Wrong Size,70.24
15812,250122,2023-12-07,Not as Described,129.68
15813,250147,2023-12-05,Wrong Size,32.69
15814,250151,2023-11-27,Wrong Size,8.74
15815,250169,2023-12-05,Wrong Size,63.52
15816,250176,2023-12-03,Damaged,11.76
15817,250184,2023-12-11,Damaged,93.66
15818,250196,2023-12-03,Not as Described,78.86
15819,250205,2023-12-09,Wrong Size,139.98
15820,250208,2023-11-25,Not as Described,38.76
15821,250244,2023-11-24,Damaged,75.55
15822,250251,2023-12-09,Damaged,33.54
15823,250269,2023-11-27,Wrong Size,13.27
15824,250270,2023-12-12,Wrong Size,95.03
15825,250345,2023-12-08,Not as Described,54.93
15826,250357,2023-11-27,Damaged,171.13
15827,250363,2023-12-01,Wrong Size,95.03
15828,250415,2023-12-11,Changed Mind,129.63
15829,250417,2023-12-08,Late Delivery,207.17
15830,250421,2023-12-04,Wrong Size,67.25
15831,250439,2023-12-05,Wrong Size,54.56
15832,250450,2023-11-21,Damaged,56.46
15833,250481,2023-11-24,Wrong Size,84.09
15834,250501,2023-12-05,Not as Described,280.06
15835,250531,2023-12-12,Wrong Size,74.26
15836,250540,2023-11-22,Wrong Size,45.34
15837,250546,2023-11-26,Wrong Size,54.98
15838,250577,2023-11-26,Late Delivery,96.08
15839,250583,2023-11-26,Wrong Size,59.45
15840,250584,2023-12-05,Damaged,101.6
15841,250586,2023-12-07,Late Delivery,191.24
15842,250607,2023-11-23,Wrong Size,164.36
15843,250610,2023-11-29,Wrong Size,42.11
15844,250616,2023-11-26,Damaged,89.39
15845,250618,2023-12-02,Late Delivery,24.15
15846,250675,2023-11-29,Damaged,129.84
15847,250680,2023-12-07,Changed Mind,151.92
15848,250698,2023-12-02,Wrong Size,37.22
15849,250710,2023-11-23,Not as Described,13.22
15850,250738,2023-12-01,Wrong Size,122.89
15851,250756,2023-11-23,Not as Described,32.29
15852,250758,2023-11-26,Not as Described,14.18
15853,250764,2023-12-07,Late Delivery,97.62
15854,250765,2023-11-25,Wrong Size,54.63
15855,250798,2023-11-26,Wrong Size,80.85
15856,250803,2023-11-28,Not as Described,100.4
15857,250822,2023-11-25,Not as Described,50.4
15858,250823,2023-12-03,Wrong Size,197.82
15859,250834,2023-12-09,Wrong Size,39.14
15860,250858,2023-11-23,Late Delivery,8.7
15861,250906,2023-12-08,Not as Described,110.66
15862,250932,2023-12-03,Changed Mind,49.45
15863,250933,2023-12-08,Damaged,21.42
15864,250947,2023-12-04,Not as Described,68.32
15865,250951,2023-12-04,Changed Mind,58.91
15866,250956,2023-12-11,Late Delivery,67.45
15867,250960,2023-12-03,Wrong Size,35.9
15868,250961,2023-12-06,Changed Mind,104.73
15869,250962,2023-12-11,Wrong Size,163.28
15870,250970,2023-12-03,Not as Described,27.02
15871,250989,2023-12-03,Damaged,68.66
15872,250990,2023-11-27,Changed Mind,44.82
15873,250992,2023-12-13,Late Delivery,8.42
15874,251002,2023-11-26,Wrong Size,87.71
15875,251006,2023-12-04,Wrong Size,19.51
15876,251019,2023-12-11,Damaged,84.74
15877,251036,2023-11-30,Damaged,10.63
15878,251056,2023-12-04,Not as Described,20.15
15879,251057,2023-12-04,Damaged,103.86
15880,251084,2023-12-09,Damaged,20.46
15881,251089,2023-12-07,Wrong Size,78.53
15882,251092,2023-11-27,Changed Mind,87.85
15883,251099,2023-12-05,Damaged,27.24
15884,251120,2023-12-01,Wrong Size,51.58
15885,251146,2023-12-12,Not as Described,23.17
15886,251167,2023-12-10,Wrong Size,146.64
15887,251176,2023-11-26,Changed Mind,134.63
15888,251182,2023-11-28,Wrong Size,59.23
15889,251183,2023-12-08,Wrong Size,49.47
15890,251207,2023-12-12,Late Delivery,56.36
15891,251213,2023-11-23,Late Delivery,126.6
15892,251215,2023-11-26,Damaged,80.34
15893,251240,2023-12-12,Damaged,13.51
15894,251250,2023-12-09,Not as Described,50.1
15895,251258,2023-11-29,Not as Described,94.12
15896,251276,2023-12-09,Changed Mind,72.21
15897,251278,2023-12-10,Changed Mind,36.58
15898,251289,2023-12-10,Not as Described,84.38
15899,251318,2023-12-09,Damaged,107.18
15900,251360,2023-11-27,Wrong Size,71.73
15901,251373,2023-12-04,Late Delivery,27.18
15902,251374,2023-12-08,Wrong Size,113.06
15903,251405,2023-12-12,Late Delivery,54.07
15904,251431,2023-12-08,Not as Described,52.4
15905,251440,2023-11-27,Not as Described,66.1
15906,251443,2023-11-22,Wrong Size,14.65
15907,251457,2023-11-22,Wrong Size,17.15
15908,251472,2023-12-08,Wrong Size,36.79
15909,251497,2023-11-29,Not as Described,119.84
15910,251512,2023-12-05,Not as Described,12.25
15911,251556,2023-11-28,Late Delivery,123.27
15912,251588,2023-11-23,Changed Mind,23.49
15913,251593,2023-12-13,Changed Mind,86.92
15914,251603,2023-11-30,Damaged,156.08
15915,251605,2023-12-11,Not as Described,184.55
15916,251644,2023-12-01,Not as Described,121.41
15917,251680,2023-11-29,Wrong Size,22.39
15918,251750,2023-12-04,Not as Described,89.6
15919,251765,2023-11-29,Wrong Size,129.85
15920,251775,2023-12-08,Wrong Size,13.55
15921,251781,2023-12-06,Damaged,41.46
15922,251789,2023-12-08,Wrong Size,157.31
15923,251820,2023-12-13,Wrong Size,142.63
15924,251848,2023-12-01,Damaged,19.87
15925,251861,2023-11-27,Damaged,47.25
15926,251864,2023-11-28,Wrong Size,83.82
15927,251877,2023-12-03,Wrong Size,55.26
15928,251885,2023-12-02,Not as Described,191.13
15929,251910,2023-12-03,Wrong Size,28.93
15930,251947,2023-11-29,Wrong Size,42.68
15931,251951,2023-12-02,Wrong Size,104.21
15932,251964,2023-11-28,Changed Mind,97.29
15933,251965,2023-12-08,Late Delivery,107.64
15934,251996,2023-11-27,Not as Described,55.28
15935,252015,2023-11-27,Damaged,45.84
15936,252026,2023-11-27,Wrong Size,121.53
15937,252039,2023-12-10,Not as Described,21.76
15938,252041,2023-11-25,Damaged,67.02
15939,252064,2023-12-03,Wrong Size,56.9
15940,252090,2023-12-06,Late Delivery,31.33
15941,252093,2023-11-28,Late Delivery,216.17
15942,252101,2023-12-12,Not as Described,32.15
15943,252143,2023-12-11,Wrong Size,100.21
15944,252144,2023-12-15,Wrong Size,13.22
15945,252151,2023-12-09,Wrong Size,52.05
15946,252157,2023-12-15,Wrong Size,17.2
15947,252183,2023-12-11,Damaged,170.59
15948,252196,2023-12-01,Late Delivery,10.09
15949,252205,2023-12-08,Not as Described,78.32
15950,252221,2023-12-15,Damaged,62.42
15951,252253,2023-12-14,Not as Described,54.77
15952,252259,2023-12-07,Damaged,158.53
15953,252300,2023-11-29,Not as Described,35.28
15954,252308,2023-12-10,Changed Mind,161.61
15955,252315,2023-12-09,Wrong Size,46.96
15956,252320,2023-12-02,Wrong Size,76.42
15957,252331,2023-11-23,Changed Mind,67.5
15958,252359,2023-12-02,Wrong Size,73.06
15959,252369,2023-12-03,Damaged,12.96
15960,252391,2023-11-22,Changed Mind,53.14
15961,252402,2023-12-08,Damaged,70.74
15962,252403,2023-12-01,Not as Described,43.39
15963,252422,2023-12-14,Not as Described,55.58
15964,252436,2023-12-04,Not as Described,165.08
15965,252448,2023-12-02,Late Delivery,43.79
15966,252451,2023-12-07,Changed Mind,78.74
15967,252484,2023-12-15,Not as Described,55.91
15968,252487,2023-12-08,Not as Described,251.66
15969,252490,2023-12-13,Damaged,32.86
15970,252498,2023-12-04,Wrong Size,24.16
15971,252525,2023-12-04,Damaged,25.71
15972,252527,2023-12-03,Wrong Size,58.95
15973,252578,2023-11-26,Wrong Size,462.41
15974,252589,2023-12-13,Changed Mind,75.21
15975,252593,2023-11-28,Not as Described,69.22
15976,252599,2023-12-07,Wrong Size,43.74
15977,252627,2023-11-28,Wrong Size,107.26
15978,252628,2023-12-02,Changed Mind,26.72
15979,252679,2023-11-30,Wrong Size,81.24
15980,252721,2023-12-13,Wrong Size,79.39
15981,252735,2023-11-26,Wrong Size,50.32
15982,252743,2023-12-04,Wrong Size,86.05
15983,252763,2023-11-28,Damaged,36.93
15984,252770,2023-12-08,Not as Described,137.93
15985,252793,2023-12-05,Late Delivery,28.36
15986,252812,2023-12-09,Late Delivery,39.24
15987,252827,2023-12-04,Damaged,107.18
15988,252840,2023-12-07,Wrong Size,33.0
15989,252850,2023-12-12,Wrong Size,43.22
15990,252860,2023-12-02,Changed Mind,37.33
15991,252878,2023-11-28,Wrong Size,21.2
15992,252905,2023-12-10,Damaged,73.39
15993,252908,2023-12-14,Wrong Size,204.46
15994,252915,2023-11-26,Wrong Size,35.12
15995,252927,2023-12-08,Wrong Size,166.65
15996,252933,2023-12-12,Damaged,101.43
15997,252996,2023-11-25,Damaged,15.17
15998,253000,2023-12-13,Damaged,94.91
15999,253033,2023-11-27,Wrong Size,64.02
16000,253044,2023-12-03,Damaged,113.55
16001,253047,2023-12-01,Not as Described,187.5
16002,253066,2023-12-15,Not as Described,90.2
16003,253076,2023-12-17,Wrong Size,43.13
16004,253080,2023-12-04,Wrong Size,5.05
16005,253111,2023-12-08,Wrong Size,49.33
16006,253114,2023-12-05,Late Delivery,110.49
16007,253123,2023-12-11,Damaged,10.48
16008,253132,2023-12-03,Damaged,35.88
16009,253149,2023-12-11,Wrong Size,87.15
16010,253152,2023-12-07,Damaged,40.45
16011,253191,2023-12-01,Changed Mind,17.6
16012,253235,2023-12-03,Wrong Size,240.56
16013,253239,2023-12-09,Not as Described,73.12
16014,253265,2023-12-01,Not as Described,155.26
16015,253272,2023-12-10,Damaged,131.96
16016,253290,2023-12-10,Damaged,115.53
16017,253294,2023-12-07,Wrong Size,25.51
16018,253335,2023-12-01,Damaged,153.06
16019,253349,2023-11-25,Damaged,50.96
16020,253365,2023-12-14,Not as Described,84.36
16021,253385,2023-12-04,Wrong Size,33.49
16022,253412,2023-12-13,Wrong Size,24.07
16023,253418,2023-12-11,Changed Mind,131.72
16024,253460,2023-11-27,Wrong Size,28.15
16025,253464,2023-11-29,Changed Mind,37.36
16026,253465,2023-12-09,Changed Mind,273.25
16027,253468,2023-11-28,Damaged,31.72
16028,253523,2023-12-03,Not as Described,57.52
16029,253542,2023-11-29,Late Delivery,70.03
16030,253564,2023-12-11,Changed Mind,64.51
16031,253569,2023-12-02,Wrong Size,11.94
16032,253599,2023-12-15,Damaged,39.16
16033,253600,2023-12-11,Wrong Size,257.67
16034,253614,2023-11-30,Late Delivery,11.62
16035,253618,2023-12-06,Wrong Size,84.54
16036,253646,2023-11-29,Wrong Size,117.52
16037,253665,2023-11-27,Wrong Size,30.93
16038,253696,2023-12-18,Wrong Size,113.4
16039,253698,2023-12-03,Changed Mind,10.67
16040,253710,2023-12-05,Not as Described,21.36
16041,253728,2023-12-15,Not as Described,78.63
16042,253767,2023-12-15,Damaged,61.37
16043,253779,2023-12-08,Wrong Size,23.59
16044,253788,2023-11-27,Wrong Size,96.53
16045,253796,2023-12-01,Wrong Size,54.69
16046,253812,2023-11-26,Late Delivery,90.34
16047,253825,2023-12-02,Not as Described,17.69
16048,253838,2023-11-25,Wrong Size,167.34
16049,253859,2023-12-02,Not as Described,20.79
16050,253869,2023-12-10,Wrong Size,52.33
16051,253907,2023-11-29,Changed Mind,107.2
